id,Statement,Image,Web,Category,Date,Label
56298,Fact Check: Hima Das has not yet qualified for the 2021 Tokyo Olympics ,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202101/thumbnail_Cover_Image_2-170x96.jpeg?SBB6Fe.mLRLV.0NJnQ_6tNui9imVhVr.,INDIATODAY,TRAD,Jan-21,Fake
56299,Fact Check: This is not an Australian astronaut jumping from spaceship to Earth,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202101/thumbnail_Cover_Image-170x96.png?Pdbr.N3PRZch.sSe0jX9dMY5AYahELmW,INDIATODAY,TRAD,Jan-21,Fake
56300,Fact Check: Two-year-old clip of man blackening Hindi text on signboard linked to farmersï¿½ stir,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202101/thumbnail_cover_image-170x96.jpeg?1CLSZmT4Gk8dI9z_c5xZuC17obHR.aCf,INDIATODAY,VIOLENCE,Jan-21,Fake
56301,"Fact Check: After Capitol Hill siege by Trump supporters, Merkelï¿½s parody tweet goes viral",https://akm-img-a-in.tosshub.com/indiatoday/images/story/202101/cover_pic-170x96.jpeg?WibRF6YqC3nNANdlH35CYCaFiGkXGYX.,INDIATODAY,VIOLENCE,Jan-21,Fake
56302,Fact Check: This is not a Jio tower set on fire amid farmersï¿½ protestï¿½,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202012/Cover_Image-170x96.png?_O2GBK5QKsK.uWlmyMxx2Uhd1E2mhNgO,INDIATODAY,TRAD,Dec-20,Fake
56303,Fact Check: Truth behind SRKï¿½s ï¿½doppelganger from Kashmirï¿½ ,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202012/cover-pic_770-170x96.jpeg?cwHsujtQX8jk7itPGqCfJ3DO3MJ5I2C8,INDIATODAY,TRAD,Dec-20,Fake
56304,Fact Check: Picture of Pele mourning at Maradona's grave is morphedï¿½,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202011/Cover_Image__1_-170x96.jpeg?haVfmWUNOU1033FotFdpcBcTaRzKrqUU,INDIATODAY,TRAD,Nov-20,Fake
56305," Fact Check: No, Trump did not pay tribute to singer Madonna instead of Maradona ",https://akm-img-a-in.tosshub.com/indiatoday/images/story/202011/image_1_0-170x96.jpeg?PE3SznPKRc97ZDmFr9Ds4.Dk65kkEKSz,INDIATODAY,TRAD,Nov-20,Fake
56306,Fact Check: Putin did not ban interfaith marriages for Muslim men in Russia ,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202011/20141125101912857734_20-170x96.jpeg?6Hu3v13QWZmOnQTbbcroP_HalJ_1qByB,INDIATODAY,TRAD,Nov-20,Fake
56307,Fact Check: This video of illegal voting is not from Biharï¿½,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202011/cover_pic_0-170x96.png?5c9Yir9tjcROwbaqEEi0HEW5iPqQO_M5,INDIATODAY,VIOLENCE,Nov-20,Fake
56308,"Fact Check: No, Joe Biden has not appointed an Indian-origin man as political advisorï¿½",https://akm-img-a-in.tosshub.com/indiatoday/images/story/202011/Picture_1__1_-170x96.png?N1EEFvGCx51Y31NJJSzVnCxuFcBBKoFC,INDIATODAY,TRAD,Nov-20,Fake
56309,Fact Check: Old video from Belgium shared as anti-Islam speech in French Parliament,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202011/FC_NOV_3-170x96.png?lXtbPxUduycFfJUEN3R23qXbVjIObt6X,INDIATODAY,VIOLENCE,Nov-20,Fake
56310,Fact Check: Fake tweet on France deporting Pakistanis go viral after Imran slams Macron ,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202011/cover_pic-170x96.png?8xdlwwMX8K2.Ig6Ec2YuMAjD6_swVVai,INDIATODAY,TRAD,Nov-20,Fake
56311,"Fact Check: Did Pakistan MPs chant ï¿½Modi, Modiï¿½ inside Parliament?",https://akm-img-a-in.tosshub.com/indiatoday/images/story/202010/Modi_Conclave_1-170x96.jpeg?tnRe8V79cGjkH5isNMp3kMwWLeX1pHHl,INDIATODAY,TRAD,Oct-20,Fake
56312,Fact Check: Why many believe Telugu is an official language in the USï¿½,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202010/cover_pic__1_-170x96.png?VSoXvkG9.d0eS5M1jxAU5kf0FNfkd3uS,INDIATODAY,TRAD,Oct-20,Fake
56313,"Fact Check: No, Muslims will not surpass Hindu population in India anytime soonï¿½",https://akm-img-a-in.tosshub.com/indiatoday/images/story/202010/cover_image_2-170x96.jpeg?c__AZ5CLYDLe5eq2W9EBvjMTmzDolePd,INDIATODAY,TRAD,Oct-20,Fake
56314,Fact Check: Trump's fake tweet claims of him getting a shot of the Russian vaccine ï¿½,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202010/image_1__1_-170x96.jpeg?SuJ__vPcRy9iqE6RDLJwQhmzAE_L6YGM,INDIATODAY,VIOLENCE,Oct-20,Fake
56315,Fact Check: This woman abused by policemen is not the Hathras victimï¿½s motherï¿½,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202010/hathrasprotest-170x96.jpeg?6q7Snl0AitENmU4hZp0pwD2031yinqSn,INDIATODAY,TRAD,Oct-20,Fake
56316,Fact Check: Were Rahul and Priyanka caught joking on way to meet Hathras victimï¿½s kin? ,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202010/cover_pic_1-170x96.jpeg?qXsVm4zOZv7RNUYJb8R1eaAMUeqGfxkK,INDIATODAY,TRAD,Oct-20,Fake
56317,Fact Check: Picture of Yogi watching Hathras victimï¿½s ï¿½liveï¿½ cremation is morphed,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202010/thumbnail_Pic_1-170x96.png?NlN8zLsjcKuitkcA45dPANvTDfnq88D8,INDIATODAY,TRAD,Oct-20,Fake
56318,Fact Check: Wrong girl goes viral on social media as Hathras victimï¿½,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202009/pic_2-170x96.jpeg?gUdIQI9II2FxOQjLXYfxXAq9dYIB8Mhy,INDIATODAY,TRAD,Sep-20,Fake
56319,Fact Check: Rumours galore over who settled SPBï¿½s hospital bills ,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202009/spb_0-170x96.jpeg?lD_J18VyTlGgXUpRsN3pFxJuJWWOe_qS,INDIATODAY,VIOLENCE,Sep-20,Fake
56320,Fact Check: Israeli film in Saudi theatre? Truth behind crowd trying to gatecrash building ,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202009/sau-170x96.jpeg?O4RN8OSTFuvoMHrYsbLzDZC_MeWlHYcI,INDIATODAY,POLITICS,Sep-20,Fake
56321,Fact Check: When Nagma shook the wrong leg on Twitter over a dance reality showï¿½,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202009/cover_pic_0-170x96.jpeg?8lmD_J2sMA53_E9pDhlZ3lgBWFaIUZl1,INDIATODAY,VIOLENCE,Sep-20,Fake
56322,Fact Check: Justin Trudeau did not back Tamil Naduï¿½s anti-Hindi stir,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202009/Pic-1-_2__770-170x96.jpeg?E2FULmFbNfh0UU6xQl1sP_RQcpKt_iz5,INDIATODAY,TRAD,Sep-20,Fake
56323,Fact Check: Did top US health body replace ï¿½pandemicï¿½ with ï¿½outbreakï¿½ for Covid-19?ï¿½,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202009/covid_reuters-170x96.jpeg?W3uMfLavhkgaH0uN9ToAjAsgZXVqETZk,INDIATODAY,TRAD,Sep-20,Fake
56324,Fact Check: Did China seek UN mediation on border face-off with India?ï¿½,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202009/india_china_reuters_0-170x96.jpeg?GC0r6cko1.AGs4NsmkjLfWb5sYDJOQ59,INDIATODAY,TRAD,Sep-20,Fake
56325,Digital dangers,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202009/thumbnail_Leisure-Sep21-4-170x96.jpeg?ec7BcWU6tDTy.rqgeq37mhIXIAxUkhIz,INDIATODAY,GOVERNMENT,Sep-20,Fake
56326,Fact Check: This clip of a nasty parachute landing has no link to Pakistan or Chinaï¿½,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202009/FACT_CHECK_SEPT_9-170x96.png?3UxsbFfo1HfybVIaKkRgj1veyyhht1F3,INDIATODAY,VIOLENCE,Sep-20,Fake
56327,"Fact Check: No, Taiwan did not shoot down a Chinese Su-35 fighter jetï¿½",https://akm-img-a-in.tosshub.com/indiatoday/images/story/202009/su35_reuters-170x96.jpeg?rzhqidk_1C.J8GPpYzNUsUv62YBp4rTP,INDIATODAY,TRAD,Sep-20,Fake
56328,Fact Check: Netizens walk down the aisle of communal hatred over Pak child marriage,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202009/cover_pic_1-170x96.png?_Tgk0mRdElUhV1BIGE2Q9gtv7iSKKaKk,INDIATODAY,TRAD,Sep-20,Fake
56329,Fact Check: Egypt pipeline fire goes viral as scenes from Sweden riotsï¿½,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202009/swedenriots-170x96.jpeg?oNQZDrciVrwyFyZD69tGxIc2AYq5EAeU,INDIATODAY,TRAD,Sep-20,Fake
56330,"Fact Check: No, this Chennai cop was not beaten by Muslim men",https://akm-img-a-in.tosshub.com/indiatoday/images/story/202009/Untitled-1__7_-170x96.jpeg?Eh0xFDZZg6QXF_k6JsIWBqEc9sG.3Omn,INDIATODAY,VIOLENCE,Sep-20,Fake
56331,Fact Check: These women were not injured in the Sweden riots,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202008/thumbnail_1-170x96.png?lfIbwwNS3uBFx5S3gnvA5O107FRuhqZB,INDIATODAY,VIOLENCE,Aug-20,Fake
56332,Fact Check: Zuckerberg never said this about the 'Jai Shri Ram' sloganï¿½,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202008/MARK_ZUCKERBERG_REUTERS-170x96.jpeg?auXeVOHbGXbuq6fG8jsnRRcgpohtoZqU,INDIATODAY,GOVERNMENT,Aug-20,Fake
56333,Fact Check: Donï¿½t slip over this Rasbhari gossip with a Pak twist ,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202008/cover_0-170x96.jpeg?pkaREQn.9xrcePSKxRfGVTtybo7GtbNA,INDIATODAY,POLITICS,Aug-20,Fake
56334,Fact Check: Sushant's death gets a Dawood link on social mediaï¿½,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202008/Cover_pic-170x96.jpeg?kIy0iNbxRe9NlyeUh0aNIrPo507h2BMy,INDIATODAY,TRAD,Aug-20,Fake
56335,"Fact Check: Israel may still be pounding bombs over Gaza, but this massive blast is not recent ",https://akm-img-a-in.tosshub.com/indiatoday/images/story/202008/image_1_1-170x96.jpeg?mXwI3EkuqLJtqpfRaURZRk6wUDp1EAfR,INDIATODAY,TRAD,Aug-20,Fake
56336,Fact Check: This is not King of Bahrain arriving in Dubai with his automaton bodyguard,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202008/bahrain_fact_check-170x96.png?hyXcYh7xpJI0eVezNsxoKYkV3zalgBdr,INDIATODAY,TRAD,Aug-20,Fake
56337,Fact Check: This tragic story behind the creation of ï¿½Subway Surfersï¿½ is not trueï¿½,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202008/subway1-170x96.jpeg?5GUIXTiP3w_Tod0Fbzreka9YKz1BAV4D,INDIATODAY,TRAD,Aug-20,Fake
56338,Fact Check: Viral video of massive crowd at Bengaluru market wasnï¿½t shot this year ,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202008/bengaluru-170x96.jpeg?eWbS6TcgwJH9R2INfUbEWPFI2Mdf4BTV,INDIATODAY,VIOLENCE,Aug-20,Fake
56339,Fact Check: Was Tom Hanks arrested in Australia for pedophilia? ,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202007/cover_image_6-170x96.jpeg?dsNupILQqNdZZRvnbXytf49D42Hv6RQ5,INDIATODAY,TRAD,Jul-20,Fake
56340,Fact Check: Netizens fight over this stunning waterfall. Hereï¿½s the truth ,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202007/jog_falls_karnataka-170x96.jpeg?3LPpLNb3joQ0gzRNtH94Zhqwmfp1CrJw,INDIATODAY,TRAD,Jul-20,Fake
56341, Fact Check: Is this Antarctica as seen from space? Not really,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202007/pic_1_1_-170x96.png?4aX0YgC34nF1iOkhClWfp0Yyay9P86B8,INDIATODAY,TRAD,Jul-20,Fake
56342,Fact Check: Tataï¿½s concept sedan drives misleading claims on social media,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202007/image_1-170x96.jpeg?iUdnBrN4E8GKhTK16cVW4a9iy5WEu2rq,INDIATODAY,TRAD,Jul-20,Fake
56343,Did IAF deploy Apache helicopters underwater at Pangong Tso to thwart Chinese adventurism?,https://akm-img-a-in.tosshub.com/indiatoday/images/videogallery/202007/itgd1594814850045.jpg?JzN5gy12c7nQmbpxa6pO1cVQL9BAMrLq,INDIATODAY,TRAD,Jul-20,Fake
56344,Fact Check: Do not pin your hopes on that 'successful' Russian vaccine,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202007/vaccine_reuters-170x96.jpeg?DRiXP5P_Whk1gw7erBdZ8pE6Ghxy1LbW,INDIATODAY,VIOLENCE,Jul-20,Fake
56345,Fact Check: Kerala didnï¿½t bring in new law saying temples can be controlled by non-Hindus,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202007/PTI14-06-2020_000142B-170x96.jpeg?KJ7RE6ay1XcIRv0aL77ytC_EN_.fRLUI,INDIATODAY,TRAD,Jul-20,Fake
56346,Fact Check: Mystery behind strange sounds coming from a mountain in China,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202007/Annotation_2020-07-12_194258-170x96.jpeg?Y7m75P5dvI.Ssayw9HfYeEglWBwzX0kV,INDIATODAY,TRAD,Jul-20,Fake
56347,Fact Check: Did Bipin Rawat seek Army chiefï¿½s dismissal over Ladakh crisis?,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202007/PTI01-05-2020_000275A-170x96.jpeg?BpMe4PrZYjK4m97mGvYfbZqZos0514Ks,INDIATODAY,TRAD,Jul-20,Fake
56348,Fact Check: Is viral image of Indonesian doctor who died with COVID-19 true?,https://newsmeter.in/wp-content/uploads/2020/03/New-Project-49-1.webp,NEWSMETER,TRAD,Mar-20,Fake
56349,"Fact Check: Does this photograph show Japanese doctors arriving in Wuhan, China?",https://newsmeter.in/wp-content/uploads/2020/02/Japan-fact-check-1.jpeg,NEWSMETER,TRAD,Feb-20,Fake
56350,Instead of Disha's rapist encounter a 2015 encounter picture in circulation,https://newsmeter.in/wp-content/uploads/2019/12/image.jpg,NEWSMETER,TRAD,Dec-19,Fake
56351,Bogus claim of Pakistani flag on Karatarpur Gurudwar,http://newsmeter.in/wp-content/uploads/2019/11/WhatsApp-Image-2019-11-06-at-11.05.22-AM.jpeg,NEWSMETER,TRAD,Nov-19,Fake
56352,"Fact Check: No, The Girl Who Raised ï¿½Pro-Pakistanï¿½ Slogans In Owaisiï¿½s...",https://newsmobile.in/wp-content/uploads/2021/02/FACT-CHECK-46.png,NEWSMOBILE,VIOLENCE,Feb-21,Fake
56353,Fact Check: This Picture Of The Sun Hasnï¿½t Been Published By...,https://newsmobile.in/wp-content/uploads/2021/02/FACT-CHECK-38.png,NEWSMOBILE,TRAD,Feb-21,Fake
56354,Fact Check: Agraï¿½s St Johnï¿½s College Hasnï¿½t Issued This Bizarre Valentineï¿½s...,https://newsmobile.in/wp-content/uploads/2021/01/FACT-CHECK-18.png,NEWSMOBILE,TRAD,Jan-21,Fake
56355,"Fact Check: Old, Edited Video Shared As RaGa Opposing Farmersï¿½ Loan...",https://newsmobile.in/wp-content/uploads/2021/01/fcf1-1.jpg,NEWSMOBILE,VIOLENCE,Jan-21,Fake
56356,Fact Check: Statement Related to Farmersï¿½ Protest Falsely Attributed to US...,https://newsmobile.in/wp-content/uploads/2021/01/FACT-CHECK-2.png,NEWSMOBILE,TRAD,Jan-21,Fake
56357,"Fact Check: No, Trump Did NOT Say ï¿½You know I wonï¿½...",https://newsmobile.in/wp-content/uploads/2021/01/fcf.jpg,NEWSMOBILE,TRAD,Jan-21,Fake
56358,Fact Check: Video From Ireland Falsely Linked To Upcoming ï¿½Kisan Tractor...,https://newsmobile.in/wp-content/uploads/2021/01/fc2-4.jpg,NEWSMOBILE,VIOLENCE,Jan-21,Fake
56359,Fact Check: Video From Russia Falsely Shared As That Of Bidenï¿½s...,https://newsmobile.in/wp-content/uploads/2020/12/fc11.jpg,NEWSMOBILE,TRAD,Dec-20,Fake
56360,Fact Check: Picture Of Island In Dubai Falsely Shared As One...,https://newsmobile.in/wp-content/uploads/2020/12/WhatsApp-Image-2020-12-26-at-10.46.58-PM.jpeg,NEWSMOBILE,TRAD,Dec-20,Fake
56361,Fact Check: Did US VP-elect Kamala Harris start her term with...,https://newsmobile.in/wp-content/uploads/2020/11/fc-2-1.jpg,NEWSMOBILE,TRAD,Nov-20,Fake
56362,Fact Check: Did BJP leader Sambit Patraï¿½s daughter elope with a...,https://newsmobile.in/wp-content/uploads/2020/11/fc5.jpg,NEWSMOBILE,TRAD,Nov-20,Fake
56363,Fact Check: Old picture from 1993 shared as Bidenï¿½s under construction...,https://newsmobile.in/wp-content/uploads/2020/11/f3.jpg,NEWSMOBILE,TRAD,Nov-20,Fake
56364,Fact Check: Old picture of man selling items for ï¿½Chhath Pujaï¿½...,https://newsmobile.in/wp-content/uploads/2020/11/WhatsApp-Image-2020-11-26-at-7.56.04-PM.jpeg,NEWSMOBILE,TRAD,Nov-20,Fake
56365,"Fact Check: No, Pop Queen Madonna has not passed away; Hereï¿½s...",https://newsmobile.in/wp-content/uploads/2020/11/fc4.jpg,NEWSMOBILE,TRAD,Nov-20,Fake
56366,Fact Check: Was this woman arrested in Singapore for not wearing...,https://newsmobile.in/wp-content/uploads/2020/10/fc-singapore.jpg,NEWSMOBILE,VIOLENCE,Oct-20,Fake
56367,Fact Check: Old picture of BJP workerï¿½s body hanging from a...,https://newsmobile.in/wp-content/uploads/2020/10/WhatsApp-Image-2020-10-13-at-12.56.11-AM.jpeg,NEWSMOBILE,TRAD,Oct-20,Fake
56368,Fact Check: Rajasthan has NOT issued directive to make BR Ambedkarï¿½s...,https://newsmobile.in/wp-content/uploads/2020/10/fc-bimrao.jpg,NEWSMOBILE,TRAD,Oct-20,Fake
56369,Fact Check: Donï¿½t fall for this 2019 picture of Rahul and...,https://newsmobile.in/wp-content/uploads/2020/10/WhatsApp-Image-2020-10-06-at-11.59.21-AM.jpeg,NEWSMOBILE,POLITICS,Oct-20,Fake
56370,Fact Check: Is Osama Bin Ladenï¿½s daughter Zoya getting married to...,https://newsmobile.in/wp-content/uploads/2020/09/WhatsApp-Image-2020-09-30-at-7.00.49-PM.jpeg,NEWSMOBILE,VIOLENCE,Sep-20,Fake
56371,Fact Check: Centre did not impose tax on school books; hereï¿½s...,https://newsmobile.in/wp-content/uploads/2020/09/fc-6.jpg,NEWSMOBILE,TRAD,Sep-20,Fake
56372,Fact Check: IUML flag on Kerala MLAï¿½s car falsely passed off...,https://newsmobile.in/wp-content/uploads/2020/09/WhatsApp-Image-2020-09-17-at-3.22.05-PM.jpeg,NEWSMOBILE,TRAD,Sep-20,Fake
56373,"Fact Check: This picture of child marriage is from Pakistan, not...",https://newsmobile.in/wp-content/uploads/2020/09/fc.jpg,NEWSMOBILE,TRAD,Sep-20,Fake
56374,Fact Check: Was Rhea Chakraborty slapped during CBI interrogation? Hereï¿½s the...,https://newsmobile.in/wp-content/uploads/2020/08/Rhea_Slap_FAKE.jpg,NEWSMOBILE,VIOLENCE,Aug-20,Fake
56375,Fact Check: Did UK PM Boris Johnson apologise for colonial rule...,https://newsmobile.in/wp-content/uploads/2020/08/FC-3.jpg,NEWSMOBILE,TRAD,Aug-20,Fake
56376,Fact Check: Reports of IAF pilot Gunjan Saxena being a ï¿½Shaurya...,https://newsmobile.in/wp-content/uploads/2020/08/G_S_FAKE.jpg,NEWSMOBILE,TRAD,Aug-20,Fake
56377,Fact Check: False claim that SC motto has changed from ï¿½Satyamev...,https://newsmobile.in/wp-content/uploads/2020/08/fc-1-2.jpg,NEWSMOBILE,TRAD,Aug-20,Fake
56378,Were the fireworks for Tokyo Olympics 2020 recently showcased at Mount...,https://newsmobile.in/wp-content/uploads/2020/08/Japan_Tok_Fake.jpg,NEWSMOBILE,TRAD,Aug-20,Fake
56379,Fact Check: Hereï¿½s the truth behind this tweet attributed to Delhi...,https://newsmobile.in/wp-content/uploads/2020/08/Kejri_Tweet_FAKE.jpg,NEWSMOBILE,TRAD,Aug-20,Fake
56380,Fact Check: Hereï¿½s the truth behind this picture of Asaduddin Owaisi...,https://newsmobile.in/wp-content/uploads/2020/08/AO_FAKE_.jpg,NEWSMOBILE,TRAD,Aug-20,Fake
56381,PUBG is not a North Korean gaming app; hereï¿½s the truth...,https://newsmobile.in/wp-content/uploads/2020/08/PUBG_FC.jpg,NEWSMOBILE,POLITICS,Aug-20,Fake
56382,Hereï¿½s the truth behind this picture of Microsoft founder Bill Gates,https://newsmobile.in/wp-content/uploads/2020/08/Bill_FAKE_.jpg,NEWSMOBILE,POLITICS,Aug-20,Fake
56383,Old video from Russia resurfaces as ï¿½failed missile testï¿½ conducted by...,https://newsmobile.in/wp-content/uploads/2020/07/Missile_Test_FAKE.jpg,NEWSMOBILE,VIOLENCE,Jul-20,Fake
56384,Fact Check: Picture of Delhiï¿½s Akshardham temple shared as proposed design...,https://newsmobile.in/wp-content/uploads/2020/07/b74e7c99-4d28-4bc0-a991-37125998dcb4.jpg,NEWSMOBILE,TRAD,Jul-20,Fake
56385,President Trump never said ï¿½people are dying who have never died...,https://newsmobile.in/wp-content/uploads/2020/07/fc-1-1.jpg,NEWSMOBILE,GOVERNMENT,Jul-20,Fake
56386,Fact Check: Donï¿½t fall for this misleading post about Salman Khan,https://newsmobile.in/wp-content/uploads/2020/07/Salman_FAKE_.jpg,NEWSMOBILE,POLITICS,Jul-20,Fake
56387,"Obama, Anthony Fauci, Melinda Gates didnï¿½t visit Wuhan lab in 2015;...",https://newsmobile.in/wp-content/uploads/2020/07/Obama_FAKE-1.jpg,NEWSMOBILE,TRAD,Jul-20,Fake
56388,Fact Check: Old newspaper clipping of ï¿½privatization of schools in Indiaï¿½...,https://newsmobile.in/wp-content/uploads/2020/07/fc-5.jpg,NEWSMOBILE,TRAD,Jul-20,Fake
56389,A Nepalese citizen was NOT assaulted in Varanasi; hereï¿½s the truth...,https://newsmobile.in/wp-content/uploads/2020/07/Nepalese_Assaulted_Var_FAKE.jpg,NEWSMOBILE,POLITICS,Jul-20,Fake
56390,NewsMobile Fact-Check Quiz,https://newsmobile.in/wp-content/uploads/2020/07/cabecera_fake_news.png,NEWSMOBILE,TRAD,Jul-20,Fake
56391,Are COVID-19 patientsï¿½ dead bodies being disposed off in the Ganges...,https://newsmobile.in/wp-content/uploads/2020/07/Ganga_COVID19_FAKE.jpg,NEWSMOBILE,TRAD,Jul-20,Fake
56392,Fact Check: Old picture of Canadian PM Justin Trudeau resurfaces with...,https://newsmobile.in/wp-content/uploads/2020/07/Justin_T__FAKE.jpg,NEWSMOBILE,TRAD,Jul-20,Fake
56393,Government has NOT banned PUBG; donï¿½t fall for this misleading post,https://newsmobile.in/wp-content/uploads/2020/06/PUBG_Misleading.jpg,NEWSMOBILE,POLITICS,Jun-20,Fake
56394,Is Muslim panel under AYUSH Ministry responsible for restrictions on Patanjaliï¿½s...,https://newsmobile.in/wp-content/uploads/2020/06/coronil-patanjali.jpg,NEWSMOBILE,POLITICS,Jun-20,Fake
56395,China did not put this ï¿½fight to winï¿½ banner at LAC;...,https://newsmobile.in/wp-content/uploads/2020/06/China_Leh_FAKE.jpg,NEWSMOBILE,ELECTION,Jun-20,Fake
56396,Fact Check: Has Emperor Ashokaï¿½s distorted statue been discovered in Patna?...,https://newsmobile.in/wp-content/uploads/2020/06/123-1.jpg,NEWSMOBILE,TRAD,Jun-20,Fake
56397,FAKE Alert: Old video of magic trick shared with ï¿½extremists burning...,https://newsmobile.in/wp-content/uploads/2020/06/Untitled-design-30.png,NEWSMOBILE,VIOLENCE,Jun-20,Fake
56398,"No, this viral video does not feature footballer Diego Maradona; hereï¿½s...",https://newsmobile.in/wp-content/uploads/2020/06/Screenshot-1024.jpg,NEWSMOBILE,TRAD,Jun-20,Fake
56399,Fact Check: TIME magazine did not publish ï¿½TIMEï¿½to goï¿½ cover featuring...,https://newsmobile.in/wp-content/uploads/2020/05/Untitled-design-36-1.png,NEWSMOBILE,TRAD,May-20,Fake
56400,Fact Check: Hereï¿½s the truth about the Delhi mosque video,https://newsmobile.in/wp-content/uploads/2020/05/Screenshot-953.jpg,NEWSMOBILE,TRAD,May-20,Fake
56401,Fact Check: PM Modiï¿½s sister-in-law did not pass away in 2020;...,https://newsmobile.in/wp-content/uploads/2020/05/Untitled-design-17.png,NEWSMOBILE,TRAD,May-20,Fake
56402,Fact Check: Old picture shared with ï¿½unrest in J&K after Riyaz...,https://newsmobile.in/wp-content/uploads/2020/05/Untitled-design-11.png,NEWSMOBILE,TRAD,May-20,Fake
56403,Fact Check: Ratan Tata didnï¿½t buy 50% stake in Mumbai teenagerï¿½s...,https://newsmobile.in/wp-content/uploads/2020/05/Ratan_TATA_FAKE.jpg,NEWSMOBILE,TRAD,May-20,Fake
56404,Fact Check: Cadburyï¿½s is NOT giving free chocolate baskets to people,https://newsmobile.in/wp-content/uploads/2020/05/Untitled-design-8.png,NEWSMOBILE,TRAD,May-20,Fake
56405,Fact Check: Was Hizbul Mujahideen terrorist Riyaz Naikoo a doctor? Hereï¿½s...,https://newsmobile.in/wp-content/uploads/2020/05/Screenshot-907.jpg,NEWSMOBILE,TRAD,May-20,Fake
56406,Fact Check: These ï¿½rescue flight formsï¿½ for Indians stranded abroad have...,https://newsmobile.in/wp-content/uploads/2020/05/Screenshot-903.jpg,NEWSMOBILE,TRAD,May-20,Fake
56407,Fact Check: Old picture being shared with false ï¿½namaz during COVID-19...,https://newsmobile.in/wp-content/uploads/2020/05/Untitled-design-6.png,NEWSMOBILE,TRAD,May-20,Fake
56408,Did Christians in the US pray on the streets because of...,https://newsmobile.in/wp-content/uploads/2020/05/Screenshot-888.jpg,NEWSMOBILE,TRAD,May-20,Fake
56409,"No, actor Naseeruddin Shah is NOT hospitalised; Hereï¿½s the Fact Check",https://newsmobile.in/wp-content/uploads/2020/05/EW3agpOVAAEpULb.jpg,NEWSMOBILE,TRAD,May-20,Fake
56410,Fact Check: Hereï¿½s what is written on her placard,https://newsmobile.in/wp-content/uploads/2020/04/Untitled-design-9-1.png,NEWSMOBILE,TRAD,Apr-20,Fake
56411,Fact Check: Old video being shared with false ï¿½Ram Navami celebration...,https://newsmobile.in/wp-content/uploads/2020/04/Untitled-design-2-2.png,NEWSMOBILE,VIOLENCE,Apr-20,Fake
56412,FAKE Alert: Indiaï¿½s Telecom Department is NOT giving free internet to...,https://newsmobile.in/wp-content/uploads/2020/04/63d3968e-691a-4222-b061-c6d8fadf1ed9.jpg,NEWSMOBILE,POLITICS,Apr-20,Fake
56413,Can Chinese products be identified from the first three digits of...,https://newsmobile.in/wp-content/uploads/2020/04/1-7.jpg,NEWSMOBILE,ELECTION,Apr-20,Fake
56414,Did Kim Jong Un bow down to Dr BR Ambedkar? Hereï¿½s...,https://newsmobile.in/wp-content/uploads/2020/04/Untitled-design-1-1.png,NEWSMOBILE,VIOLENCE,Apr-20,Fake
56415,Fact Check: Picture from Malaysia falsely shared as migrant workers stranded...,https://newsmobile.in/wp-content/uploads/2020/04/1824a2d7-eeb5-49c8-89ba-c6528ad0c2b6.jpg,NEWSMOBILE,TRAD,Apr-20,Fake
